name,lat,long,address,rating,num_review
Garnet Automotive,32.799685,-117.2401419," 1625, Garnet Avenue, Pacific Beach, San Diego, San Diego County, California, 92109, United States of America",-1,-1
United Auto Repair and Service,32.757109,-117.0819839," 4390, 53rd Street, North Park, San Diego, San Diego County, California, 92115, United States of America",-1,-1
Auto Service Gutierrez,32.704705,-117.1165219," 3601, Imperial Avenue, North Park, San Diego, San Diego County, California, 92113, United States of America",-1,-1
Steve Auto Repair,32.799178,-117.2449719," 1370, Garnet Avenue, Pacific Beach, San Diego, San Diego County, California, 92109, United States of America",-1,-1
Hai's Auto Repair,32.751311,-117.1466909," 4040, Park Boulevard, North Park, Hillcrest, San Diego, San Diego County, California, 92103, United States of America",4,13
Magic Lube & Auto Repair,32.723871,-117.0835299," 1759, Euclid Avenue, San Diego, San Diego County, California, 92105, United States of America",4,5
U Turn Auto Body Shop And P,32.695904,-117.1210708," 3375, National Avenue, San Diego, San Diego County, California, 92113, United States of America",-1,-1
Lam Mobile Auto Services,32.750093,-117.0941149," 4025, Menlo Avenue, North Park, San Diego, San Diego County, California, 92105, United States of America",-1,-1
Economy Auto Body & Repair,32.57802256,-116.9968306," 975, Heritage Road, San Diego, San Diego County, California, 92154, United States of America",-1,-1
Euclid Auto Repair,32.739629,-117.0920129," 3237, Euclid Avenue, North Park, San Diego, San Diego County, California, 92105, United States of America",-1,-1
Midway Auto Repair,32.7626718,-117.1978995," Morena Boulevard, Old Town, San Diego, San Diego County, California, 92110, United States of America",-1,-1
Greg's Mr Mobile,32.740797,-117.2263499," 2322, Chatsworth Boulevard, Old Town, San Diego, San Diego County, California, 92106, United States of America",-1,-1
Automotriz Capistrano,32.566486,-116.9658439," 1605, Otay Mesa Center Road, San Diego, San Diego County, California, 92154, United States of America",-1,-1
San Diego Carburetor & Fuel Injection,32.755666,-117.0541699," 6622, University Avenue, San Diego, San Diego County, California, 92115, United States of America",5,11
Accurate Auto Body,32.757577,-117.2096259," 3571, Hancock Street, Old Town, San Diego, San Diego County, California, 92110, United States of America",4,10
Dent & Bumper Solutions,32.71579363,-117.1713402," 911, West Broadway, Hillcrest, San Diego, San Diego County, California, 92101, United States of America",5,7
Rancho Chrysler Jeep Dodge,32.8218009,-117.1600757," Balboa Avenue, Mission Valley, San Diego, San Diego County, California, 92117, United States of America",3,12
Auto Glass International,32.585631,-117.0389389," 4394, Powderhorn Drive, Otay Mesa West, San Ysidro, San Diego, San Diego County, California, 92154, United States of America",5,3
Maxoto Auto,32.757275,-117.08266," 5249, El Cajon Boulevard, North Park, San Diego, San Diego County, California, 92115, United States of America",5,3
Tony's Lube & Tune & Brakes,32.8109866,-117.1528794," Aero Drive, Mission Valley, San Diego, San Diego County, California, 92124, United States of America",5,3
Kearny Mesa Subaru,32.8286893,-117.1528126," Kearny Mesa Hyundai Subaru, 4797, Convoy Street, San Diego, San Diego County, California, 92111, United States of America",4,4
Mercedes-Benz of San Diego,32.82485923,-117.1456628," 4750, Kearny Mesa Road, San Diego, San Diego County, California, 92111, United States of America",5,2
Mesa Towing,32.928444,-117.1287059," 9072, Hadley Place, San Diego, San Diego County, California, 92126, United States of America",5,2
J & M Auto Body,32.888973,-117.1463979," 9126, Dowdy Drive, San Diego, San Diego County, California, 92126, United States of America",4,3
Allied Gardens Automotive,32.79322,-117.0962459," 4546, Zion Avenue, San Diego, San Diego County, California, 92120, United States of America",5,2
Premier Rover,32.89295,-117.1471509," 7988, Stromesa Court, San Diego, San Diego County, California, 92126, United States of America",5,2
Discount Transmission,32.750085,-117.1028689," 4019, Van Dyke Avenue, North Park, San Diego, San Diego County, California, 92105, United States of America",5,2
Fix Auto Chula VIsta,32.593154,-117.0851559," 2285, Manya Street, Palm City, South San Diego, San Diego, San Diego County, California, 92154, United States of America",4,2
Oil Changers,32.755595,-117.1378449," 2448, El Cajon Boulevard, North Park, San Diego, San Diego County, California, 92104, United States of America",4,2
Mossy Toyota,32.80387278,-117.2174053," 4555, Mission Bay Drive, Pacific Beach, San Diego, San Diego County, California, 92109, United States of America",2,5
Rocket Motorcycles,32.768548,-117.1990469," 5171, Morena Place, Old Town, San Diego, San Diego County, California, 92110, United States of America",3,3
Tint 2K San Diego,32.802661,-117.0769229," 7246, Conestoga Way, San Diego, San Diego County, California, 92120, United States of America",2,5
Kearny Mesa Toyota,32.826356,-117.1460589," 4910, Kearny Mesa Road, San Diego, San Diego County, California, 92111, United States of America",3,4
Apple Polishing Systems,32.800443,-117.0675179," 7346, Hamlet Avenue, San Diego, San Diego County, California, 92120, United States of America",4,2
Body Kraft,32.769702,-117.2028289," 4954, Naples Place, Old Town, San Diego, San Diego County, California, 92110, United States of America",4,2
Kearny Mesa Acura,32.830536,-117.1435669," 5202, Kearny Mesa Road, San Diego, San Diego County, California, 92111, United States of America",5,1
Porsche San Diego,32.8769613,-117.1827039," Miramar Road, San Diego, San Diego County, California, 92126, United States of America",5,1
Cash 4 Cars at Meza Towing,32.71267813,-117.1085663," 725, 40th Street, North Park, San Diego, San Diego County, California, 92102, United States of America",5,1
"Collision Factory, Inc.",32.894309,-117.1371879," 8680, Miramar Road, San Diego, San Diego County, California, 92126, United States of America",5,1
Kearny Mesa Scion,32.826356,-117.1460589," 4910, Kearny Mesa Road, San Diego, San Diego County, California, 92111, United States of America",5,1
Premier Collision Center,32.75469,-117.2043919," 3145, Moore Street, Old Town, San Diego, San Diego County, California, 92110, United States of America",5,1
BumperDoc.com,32.835655,-117.1523969," Convoy Street, San Diego, San Diego County, California, 92111, United States of America",5,1
Kearny Pearson Kia,32.831694,-117.1616119," 7303, Clairemont Mesa Boulevard, San Diego, San Diego County, California, 92111, United States of America",5,1
South Coast Tool Repair,32.838009,-117.125083," 9660, Chesapeake Drive, San Diego, San Diego County, California, 92123, United States of America",5,1
Tony & Aaron Auto Repair,32.75654,-117.0909209," 4802, El Cajon Boulevard, North Park, San Diego, San Diego County, California, 92115, United States of America",5,1
Smog Test Only,32.8769613,-117.1827039," Miramar Road, San Diego, San Diego County, California, 92126, United States of America",5,1
Pioneer Centres,32.8769613,-117.1827039," Miramar Road, San Diego, San Diego County, California, 92126, United States of America",5,1
Bob's Discount Muffler & Brakes,32.72543836,-117.1691837," 702, West Grape Street, Hillcrest, San Diego, San Diego County, California, 92101, United States of America",5,1
Sports & Classics Auto Body,32.754933,-117.1321149," 2867, El Cajon Boulevard, North Park, San Diego, San Diego County, California, 92104, United States of America",5,1
Kearney Mesa A & H Specialist,32.835655,-117.1523969," Convoy Street, San Diego, San Diego County, California, 92111, United States of America",5,1
Ball Park Collision,32.711317,-117.1327319," 2855, Market Street, North Park, San Diego, San Diego County, California, 92102, United States of America",5,1
Bargain Auto Mart,32.755484,-117.1182479," 3470, El Cajon Boulevard, North Park, San Diego, San Diego County, California, 92104, United States of America",5,1
C 4 Connections,32.83284183,-117.1496686," 8304, Clairemont Mesa Boulevard, San Diego, San Diego County, California, 92117, United States of America",5,1
Luis Auto Repair and Smog,32.705077,-117.1357639," 2699, Commercial Street, North Park, San Diego, San Diego County, California, 92113, United States of America",5,1
AA Express Towing,32.739724,-117.1091689," 3221, 40th Street, North Park, San Diego, San Diego County, California, 92105, United States of America",5,1
National Upholstery & Window Tinting,32.703875,-117.0933639," 107, South 47th Street, San Diego, San Diego County, California, 92113, United States of America",5,1
College Smog Check,32.76211645,-117.067021," 4642, College Avenue, San Diego, San Diego County, California, 92115, United States of America",5,1
Toyota,32.828527,-117.1443279," 5090, Kearny Mesa Road, San Diego, San Diego County, California, 92111, United States of America",3,2
All Star Glass,32.779791,-117.2071529," 1845, Morena Boulevard, Old Town, San Diego, San Diego County, California, 92110, United States of America",3,2
Henry's Radiator & Auto R,32.754943,-117.1292009," 3035, El Cajon Boulevard, North Park, San Diego, San Diego County, California, 92104, United States of America",3,2
Lexus San Diego,32.826837,-117.1451439," 4970, Kearny Mesa Road, San Diego, San Diego County, California, 92111, United States of America",2,3
One R Auto Sales,32.752795,-117.0636949," 6111, University Avenue, San Diego, San Diego County, California, 92115, United States of America",4,1
Oscar De La Mora Auto Sales,32.56986031,-116.9967609," 1580, Heritage Road, San Ysidro, San Diego, San Diego County, California, 92154, United States of America",2,2
Lubrimart,32.8174,-117.1546029," 4101, Convoy Street, Mission Valley, San Diego, San Diego County, California, 92111, United States of America",2,2
Rhino Linings,32.836877,-117.1366479," 5600, Kearny Villa Road, San Diego, San Diego County, California, 92123, United States of America",3,1
Sears Auto Center,32.87102435,-117.2077186," Sears Auto Center, 4575, La Jolla Village Drive, University City, San Diego, San Diego County, California, 92122, United States of America",1,2
Kearny Mesa Kia - New & Used Cars,32.831694,-117.1616119," 7303, Clairemont Mesa Boulevard, San Diego, San Diego County, California, 92111, United States of America",1,2
Caliber Collision,32.726456,-117.1701149," 2101, Kettner Boulevard, Hillcrest, San Diego, San Diego County, California, 92101, United States of America",1,2
Caliber Collision,32.8770958,-117.1827328," Miramar Road, San Diego, San Diego County, California, 92126, United States of America",1,2
Caccoa Quality Body And Paint,32.835655,-117.1523969," Convoy Street, San Diego, San Diego County, California, 92111, United States of America",1,2
Mira Mesa Auto Techs,32.882672,-117.1664539," 8636, Production Avenue, San Diego, San Diego County, California, 92121, United States of America",1,2
Mossy Ford,32.803771,-117.2182559," 4570, Mission Bay Drive, Pacific Beach, San Diego, San Diego County, California, 92109, United States of America",1,1
Marvin K. Brown Cadillac Buick Gmc Truck,32.765567,-117.1489319," 1441, Camino del Rio South, Mission Valley, San Diego, San Diego County, California, 92108, United States of America",1,1
DCH Honda of Mission Valley,32.78163087,-117.1011052," 5812, Mission Gorge Road, North Park, San Diego, San Diego County, California, 92120, United States of America",1,1
Daniel's Radiators & Air Cond,32.753256,-117.0617689," 6205, University Avenue, San Diego, San Diego County, California, 92115, United States of America",1,1
Fix Auto Miramar,32.9024957,-117.1814422," Fix Auto Miramar, 9985, Huennekens Street, San Diego, San Diego County, California, 92121, United States of America",1,1
San Diego Collision Repair,32.832851,-117.1204479," 5233, Murphy Canyon Road, San Diego, San Diego County, California, 92123, United States of America",1,1
Performance Automotive Of San Diego,32.88394672,-117.1573394," 7629, Carroll Road, San Diego, San Diego County, California, 92121, United States of America",1,1
Factory Match Bumper 2 Fenders,32.711194,-117.1340939," 532, 28th Street, North Park, San Diego, San Diego County, California, 92102, United States of America",1,1
