FID,FID_1,NAME,PERMIT_NO,ADDRESS,CITY,ZIP_CODE,PHONE,CONTACT,PUMPS,CNG_DEV,SRA,X,Y
455,168,ARCO AM/PM,13023,404 E CHASE AVE,EL CAJON,92020.000000000000000,619-442-8410,,24,0,34.000000000000000,-116.957413138000010,32.780742333500001
456,171,ARCO AM/PM #06146,13394,725 N 2ND ST,EL CAJON,92021.000000000000000,,,24,0,34.000000000000000,-116.935308007000000,32.804328366299998
457,174,ARCO- AM/PM WEST MAIN ARCO #88312,13554,1245 W MAIN ST,EL CAJON,92020.000000000000000,619-444-6012,,24,0,34.000000000000000,-116.978820078000000,32.794698605000001
458,182,ARCO AMPM #5283,2639,1518 N MAGNOLIA AVE,EL CAJON,92020.000000000000000,,,36,0,34.000000000000000,-116.962689299000000,32.818598363500001
459,193,ARCO AMPM #640,2905,593 N MOLLISON AVE,EL CAJON,92021.000000000000000,,,24,0,34.000000000000000,-116.950657531999990,32.802067478200001
460,239,CHEVRON - #92779,3905,696 N MOLLISON AVE,EL CAJON,92021.000000000000000,510-842-9002,,24,0,34.000000000000000,-116.951324586000000,32.804099264199998
461,271,CHEVRON-G&M OIL CO. #94,11945,1298 BRDWY,EL CAJON,92021.000000000000000,714 375 4700,,36,0,34.000000000000000,-116.936136137000010,32.808070951500000
462,321,EXXON #1017/NEW WEST PETROLEUM SD1,2733,695 EL CAJON BLVD,EL CAJON,92020.000000000000000,916-443-0890,,22,0,34.000000000000000,-116.974128617999990,32.787889015399998
463,341,EXXON -APRO LLC #20,12096,710 N SECOND ST,EL CAJON,92021.000000000000000,,,28,0,34.000000000000000,-116.936155262000000,32.804260774699998
464,378,GAS DEPOT,11456,490 N 2ND ST,EL CAJON,92021.000000000000000,619-447-5916,,18,0,34.000000000000000,-116.936116845000000,32.799956550700003
465,386,"GOLDEN STATE GASOLINE, INC.",2649,181 N 2ND ST,EL CAJON,92021.000000000000000,619-593-6652,,36,0,34.000000000000000,-116.935328702000010,32.796115815500002
466,434,QUICK TRIP FUEL MARKET,14770,596 N MOLLISON AVE,EL CAJON,92021.000000000000000,619-441-3340,,56,0,34.000000000000000,-116.951474602000000,32.802503967800000
467,437,RAM 99*,4624,407 EL CAJON BLVD,EL CAJON,92020.000000000000000,619447-6812,,16,0,34.000000000000000,-116.971187142000010,32.791068360399997
468,441,REVCO GAS,7047,303 JAMACHA RD,EL CAJON,92019.000000000000000,619-579-2473,"REVA ENTERPRISES, INC.",28,0,34.000000000000000,-116.933119975000000,32.792447854300001
469,463,SHELL OIL PRODUCTS US #121353,4175,515 MAGNOLIA AVE,EL CAJON,92020.000000000000000,602-468-6944,,28,0,34.000000000000000,-116.962011492000000,32.801196169800001
470,465,SHELL OIL PRODUCTS US #121435,3065,601 N 2ND ST,EL CAJON,92021.000000000000000,602-468-6944,,48,0,34.000000000000000,-116.935275315000000,32.802427621699998
471,506,SKS INC.,7116,610 N 2ND ST,EL CAJON,92021.000000000000000,858-530-1193,,12,0,34.000000000000000,-116.936126232000010,32.802414319999997
472,511,"SOCO GROUP, INC., THE",2083,145 VERNON WY,EL CAJON,92020.000000000000000,619-440-8811,,58,0,34.000000000000000,-116.963733710000000,32.812120023600002
473,512,SPEEDY MART,15295,1791 N 2ND ST,EL CAJON,92021.000000000000000,619 447-9119,,28,0,34.000000000000000,-116.934433240999990,32.820535791499999
474,518,SUPER STAR STATIONS INC,13413,1110 E MAIN ST,EL CAJON,92021.000000000000000,,,24,0,34.000000000000000,-116.944288653000000,32.795247034500001
475,527,THRIFTY #9532,2659,700 AVOCADO AVE,EL CAJON,92020.000000000000000,714 670 5051,,36,0,34.000000000000000,-116.958183922000000,32.787379965500001
476,534,THRIFTY #9573,2677,1525 N MAGNOLIA AVE,EL CAJON,92020.000000000000000,,,20,0,34.000000000000000,-116.961948091000000,32.818712937299999
477,536,THRIFTY #9577,2682,489 W MAIN ST,EL CAJON,92020.000000000000000,,,16,0,34.000000000000000,-116.967510436000000,32.794496881599997
478,555,VALERO,15277,785 JAMACHA RD,EL CAJON,92019.000000000000000,619 447-9119,,28,0,34.000000000000000,-116.927553058000000,32.785559589700000
479,584,"7-ELEVEN #17637 /7-ELEVEN, INC",2092,1522 GRAVES AVE STE E,EL CAJON,0.000000000000000,579-8711,,12,0,34.000000000000000,-116.959526456000010,32.819529759700004
480,659,THRIFTY #9562,5767,978 CUYAMACA ST,EL CAJON,92020.000000000000000,714-670-5179,,24,0,34.000000000000000,-116.980017391999990,32.808217817600003
481,674,ARCO-SMOGPROS,5094,1410 E MAIN ST,EL CAJON,92021.000000000000000,619-442-1621,,24,0,34.000000000000000,-116.931022885999990,32.799903756900001
482,680,CHEVRON-G & M OIL CO.#95,12558,1099 W MAIN ST,EL CAJON,92020.000000000000000,,,28,0,34.000000000000000,-116.975264581000000,32.794710361800000
483,682,EXXON #1018/NEW WEST PETROLEUM SD1,2530,1699 E MAIN ST,EL CAJON,92021.000000000000000,916-443-0890,,28,0,34.000000000000000,-116.918626871000000,32.811892020800002
484,716,"7-ELEVEN #25085 /7-ELEVEN, INC",3326,895 BROADWAY,EL CAJON,92021.000000000000000,579-8711,,12,0,34.000000000000000,-116.951358825000000,32.807383373100002
485,721,ARCO,3685,201 BROADWAY,EL CAJON,92021.000000000000000,619-447-4347,,24,0,34.000000000000000,-116.960008475000000,32.807319749300000
486,722,ARCO #9755,2699,1185 PALM AV,IMPERIAL BEAC,91932.000000000000000,,,24,0,34.000000000000000,-116.977055483000000,32.791211234499997
487,727,"ARCO, ON BROADWAY GAS",16133,900 E BROADWAY,EL CAJON,92020.000000000000000,619-440-4871,,1,0,34.000000000000000,-116.950616471000000,32.808022345099999
488,742,COUNTY OF SAN DIEGO/SANTEE OPERATIONS C,10337,1875 WELD BLVD,EL CAJON,92020.000000000000000,,,2,0,34.000000000000000,-116.987580924000000,32.826054208400002
489,744,EXXON #1019/NEWEST PETROLEUM SD2,5344,898 BROADWAY,EL CAJON,92021.000000000000000,916-443-0890,,28,0,34.000000000000000,-116.951376647999990,32.808039306200001
490,749,EXXONMOBIL OIL CORP #10434,1943,1761 GREENFIELD DR,EL CAJON,92021.000000000000000,619-444-4274,,24,0,34.000000000000000,-116.916258269000000,32.811322887400003
491,753,GOLDEN STATE AVIATION,6749,1640 JOHNSON AV,EL CAJON,92020.000000000000000,619-449-0611,,3,0,34.000000000000000,-116.971194939000000,32.817496365700002
492,776,"SUPER STAR #2, SUPER STATIONS INC",15282,1090 BROADWAY,EL CAJON,92021.000000000000000,619 440-1166,,36,0,34.000000000000000,-116.944897418000000,32.808044027599998
493,39,"HARRISON TRUCKING, INC.",1728,8801 OLIVE LN,SANTEE,92071.000000000000000,619-449-0840,,2,0,35.000000000000000,-116.987216121000000,32.835762925899999
494,94,"7-ELEVEN #13661 /7-ELEVEN, INC",2087,9251 CARLTON HILLS BLVD,SANTEE,92071.000000000000000,579-8711,,12,0,35.000000000000000,-116.997910678000000,32.845513816299999
495,101,"7-ELEVEN #19006 /7-ELEVEN, INC",2094,9111 MISSION GORGE RD,SANTEE,92071.000000000000000,579-8711,,12,0,35.000000000000000,-117.000376043000000,32.838326338000002
496,158,ARCO #9567,2670,9811 MISSION GORGE RD,SANTEE,92071.000000000000000,,,36,0,35.000000000000000,-116.983294540000000,32.838280877400003
497,233,CHEVRON,12579,9312 MISSION GORGE RD,SANTEE,92071.000000000000000,619 562-1242,,24,0,35.000000000000000,-116.995379593000000,32.839030329499998
498,252,CHEVRON #91408,2048,8888 N MAGNOLIA AVE,SANTEE,92071.000000000000000,510-842-9002,,42,0,35.000000000000000,-116.967551270000000,32.837848030700002
499,282,CIRCLE K/76 #2702955,13834,10219 MAST BLVD,SANTEE,92071.000000000000000,281-293-1000,,12,0,35.000000000000000,-116.975018994000000,32.854741917200002
500,361,EXXONMOBIL OIL CORP. #11462,2882,9750 MAGNOLIA AVE,SANTEE,92071.000000000000000,619-449-4224,,32,0,35.000000000000000,-116.971522402000010,32.854826978399998
501,422,ONE STOP AUTO TECH.,12442,9605 CARLTON HILLS BLVD,SANTEE,92071.000000000000000,619-448-6116,,8,0,35.000000000000000,-116.998440538000000,32.852304168499998
502,535,THRIFTY #9574,2678,9009 CARLTON HILLS BLVD,SANTEE,92071.000000000000000,714-670-5179,,36,0,35.000000000000000,-116.996184594000000,32.841240744700002
503,625,COSTCO GASOLINE #403,11126,101 TOWN CENTER PKWY,SANTEE,92071.000000000000000,,,32,0,35.000000000000000,-116.987212873999990,32.840817403800003
504,711,"7-ELEVEN #20321 /7-ELEVEN, INC",2095,9750 CUYAMACA,SANTEE,92071.000000000000000,579-8711,,12,0,35.000000000000000,-116.983267346999990,32.855255525600001
505,764,QWIK KORNER GAS STATION #2,13642,9035 MISSION GORGE RD,SANTEE,92071.000000000000000,619-729-3729,,40,0,35.000000000000000,-117.001040330000000,32.838319626500002
506,37,EL CAPITAN OIL COMPANY,13037,12210 INDUSTRY RD,LAKESIDE,92040.000000000000000,619-448-5891,,16,0,36.000000000000000,-116.927972454000000,32.860753385000002
507,50,"SHELL-VINTNERS DISTRS., INC",10045,13538 CAM CANADA,EL CAJON,92021.000000000000000,510-293-9150,,40,0,36.000000000000000,-116.901893298000000,32.826130137600003
508,95,"7-ELEVEN #13662 /7-ELEVEN, INC",2088,8625 LOS COCHES RD,LAKESIDE,92040.000000000000000,579-8711,,12,0,36.000000000000000,-116.905729350000000,32.833306689099999
509,97,"7-ELEVEN #13666 /7-ELEVEN, INC",2089,11610 RIVERSIDE DR,LAKESIDE,92040.000000000000000,579-8711,,8,0,36.000000000000000,-116.942620769000000,32.862668561500001
510,111,"7-ELEVEN #22481 /7-ELEVEN, INC",2098,10205 LAKE JENNINGS PARK RD,LAKESIDE,92040.000000000000000,579-8711,,12,0,36.000000000000000,-116.900753889000000,32.861129611599999
511,124,"7-ELEVEN #26651 /7-ELEVE, INC",5032,10195 RIVERFORD RD,LAKESIDE,92040.000000000000000,579-8711,,12,0,36.000000000000000,-116.946814202000000,32.861092779200000
512,145,ARCO,11933,12109 WOODSIDE AVE,LAKESIDE,92040.000000000000000,619-561-2193,,24,0,36.000000000000000,-116.930663103000000,32.855798569100003
513,151,"ARCO - ARMOUR FOODS, INC.",14108,7908 WINTERGARDENS,LAKESIDE,92021.000000000000000,619-447-9119,,20,0,36.000000000000000,-116.934765392000000,32.821181213899997
514,175,ARCO AMPM,6753,9606 WINTERGARDENS,LAKESIDE,92040.000000000000000,619 823 3835,,24,0,36.000000000000000,-116.931571504000000,32.852419127399997
515,249,"CHEVRON #59-G&M OIL CO., INC.",10895,1701 E MAIN ST,EL CAJON,92021.000000000000000,714-375-4700,,42,0,36.000000000000000,-116.917987470000000,32.812430603800003
516,278,CIRCLE K - #2702981,2443,12320 WILLOW RD,LAKESIDE,92040.000000000000000,602-728-3593,,12,0,36.000000000000000,-116.923520816000010,32.874587085599998
517,316,EAGLE GAS & LP,2062,8445 LOS COCHES RD,EL CAJON,92021.000000000000000,619-443-8888,,28,0,36.000000000000000,-116.903589834000000,32.828177710699997
518,392,HAWTHORNE RENT-IT SERVICE,2737,12329 MAPLEVIEW,LAKESIDE,92040.000000000000000,561-8700,,3,0,36.000000000000000,-116.925339057000000,32.861750386399997
519,513,SPIRIT AUTO CENTER,3014,12402 WOODSIDE AVE,LAKESIDE,92040.000000000000000,510-842-9002,,24,0,36.000000000000000,-116.925138778000000,32.857293819500001
520,554,VALERO,15094,12106 WOODSIDE AVE,LAKESIDE,92040.000000000000000,619 482-8275,,24,0,36.000000000000000,-116.930979501000000,32.856498373599997
521,563,VALERO -LOS COCHES VALERO,15588,8575 LOS COCHES RD,EL CAJON,92021.000000000000000,619 390-5444,,12,0,36.000000000000000,-116.904396023999990,32.831966653999999
522,628,EL CAPITAN OIL CO/ATTISHA ENTERPRISES,13512,11427 WOODSIDE AVE,SANTEE,0.000000000000000,619-448-5891,,25,0,36.000000000000000,-116.951170034000000,32.850082483999998
523,728,ARCO-LAKE JENNINGS ARCO/ASSET GAS LLC,11096,14039 HWY 8 BUSINESS,EL CAJON,92021.000000000000000,619-938-0097,,40,0,36.000000000000000,-116.882662341000000,32.844980811699998
524,739,COUNTY OF SAN DIEGO/LAKESIDE FUELING ST,10348,13115 WILLOWS RD,LAKESIDE,92040.000000000000000,,,4,0,36.000000000000000,-116.909444604000000,32.874646898300000
525,709,"7-ELEVEN #16439 /7-ELEVEN, INC",2091,14110 SR-80,EL CAJON,92021.000000000000000,579-8711,,12,0,37.000000000000000,-116.880694874000000,32.843885381299998
526,52,TAVERN RD VALERO,16377,1140 TAVERN RD,ALPINE,91901.000000000000000,,,31,0,38.000000000000000,-116.780769052000000,32.841226751699999
527,235,CHEVRON,1803,1145 TAVERN RD,ALPINE,91901.000000000000000,445-5260,,44,0,38.000000000000000,-116.780311578000000,32.841761228599999
528,286,CIRCLE K/76 #2708581,13842,1666 ALPINE BLVD,ALPINE,91901.000000000000000,281-293-1000,,12,0,38.000000000000000,-116.778752768000000,32.838087051099997
529,302,COUNTY OF SAN DIEGO/ALPINE RD STATION,10340,2914 TAVERN RD,ALPINE,91901.000000000000000,,,4,0,38.000000000000000,-116.780901662000010,32.809504275800002
530,313,DAN SMITH'S ALPINE BLVD GAS & DIESEL,15804,2232 ALPINE BLVD,ALPINE,91901.000000000000000,619 659-3267,,28,0,38.000000000000000,-116.765465910000000,32.835781947000001
531,501,SHELL-ALPINE SHELL,11620,2235 ALPINE BLVD,ALPINE,91901.000000000000000,619-778-8686,,26,0,38.000000000000000,-116.765493393000000,32.835193336499998
532,46,"RAMONA OIL CO, INC",1709,1000 OLIVE ST,RAMONA,92065.000000000000000,760-789-0410,,8,0,39.000000000000000,-116.873495704000010,33.047140410499999
533,51,STAGE STOP LIQUOR,3522,578 MAIN ST,RAMONA,92065.000000000000000,760-789-0993,,14,0,39.000000000000000,-116.861912713000000,33.045348833799999
534,104,"7-ELEVEN #20211 /7-ELEVEN, INC",2509,1076 MAIN ST,RAMONA,92065.000000000000000,268-1070,,12,0,39.000000000000000,-116.869803897000000,33.041007944599997
535,147,ARCO,14956,1015 MAIN ST,RAMONA,92065.000000000000000,760-789-3830,,24,0,39.000000000000000,-116.869066698000000,33.042205471099997
536,224,BJ'S RENTALS,15309,2055 MAIN ST,RAMONA,92065.000000000000000,760 789-0931,,2,0,39.000000000000000,-116.886000702999990,33.031752868500000
537,274,CHEVRON-RAMONA,11942,802 MAIN ST,RAMONA,92065.000000000000000,760-789-6583,DONALD GINOS - PRESIDENT,32,0,39.000000000000000,-116.865387641000000,33.043406686799997
538,315,DANIEL'S LIQUOR,5339,1350 MAIN ST,RAMONA,92065.000000000000000,789-1155,,24,0,39.000000000000000,-116.874481187000000,33.038410853599999
539,514,"STARS PETROLEUM, INC. (MOBIL)",12405,1910 MAIN ST,RAMONA,92065.000000000000000,760-788-7800,JIM KURTENBACK,56,0,39.000000000000000,-116.882539310000000,33.032729453100004
540,564,VALERO -RAMONA VALERO,14598,1210 MAIN ST,RAMONA,92065.000000000000000,760 789-2411,"YOUSIF, YOUSIF",32,0,39.000000000000000,-116.871809881000000,33.039960679600000
541,693,CIRCLE K - #2970,2452,704 MAIN ST,RAMONA,92065.000000000000000,602-728-3593,,12,0,39.000000000000000,-116.863958238000000,33.044400692499998
542,699,PACIFIC EXECUTIVE AVIATION,6743,2450 MONTECITO RD,RAMONA,92065.000000000000000,760-789-6384,,1,0,39.000000000000000,-116.906450723000010,33.040319098399998
543,740,COUNTY OF SAN DIEGO/RAMONA RD STATION,10363,116 5TH ST,RAMONA,92065.000000000000000,,,8,0,39.000000000000000,-116.861049748000000,33.048058230999999
544,755,HI WY MARKET /RAMCHO PETROLEUM,15151,741 SR-78,RAMONA,92065.000000000000000,760 788-9885,,49,0,39.000000000000000,-116.843983278000000,33.050999748300001
545,0,CHULA VISTA ELEM.SCHL/ATN: BARRY,10231,84 E ""J"" STREET,CHULA VISTA,91910.000000000000000,619 425-9600,,0,2,40.000000000000000,-117.290408785000000,33.038470545499997
546,11,"7-ELEVEN #13627 /7-ELEVEN, INC",2434,102 LEUCADIA BLVD,ENCINITAS,92024.000000000000000,744-3604,,12,0,40.000000000000000,-117.301598113000000,33.064597639900001
547,28,SHELL OIL PRODUCTS US #135270,5845,160 ENCINITAS BLVD,ENCINITAS,92024.000000000000000,602-468-6944,,30,0,40.000000000000000,-117.289928343000000,33.048802045599999
548,41,MOBIL-RANCHO SANTA FE,2534,6089 LA FLECHA,RANCHO SANTA,92067.000000000000000,619-756-2929,,12,0,40.000000000000000,-117.202303009000000,33.019254753500000
549,119,"7-ELEVEN #25766 /7-ELEVEN, INC",4367,2211 SAN ELIJO AVE,CARDIFF,92007.000000000000000,760-436-0895,,12,0,40.000000000000000,-117.281223440000010,33.019324564800002
550,141,APRO LLC #22/REGENT GAS,12098,710 S COAST HWY 101,ENCINITAS,92024.000000000000000,,,16,0,40.000000000000000,-117.293763358000010,33.043113779599999
551,161,ARCO #9598,2689,633 BIRMINGHAM RD,CARDIFF,92007.000000000000000,714-670-5179,,28,0,40.000000000000000,-117.276018837000000,33.025670550999997
552,232,CHEVRON,14592,805 BIRMINGHAM DR,CARDIFF,92007.000000000000000,510-842-9002,,30,0,40.000000000000000,-117.273438987000010,33.026174274600002
553,306,COUNTY OF SAN DIEGO/ENCINITAS FLEET GAR,10403,179 N EL CAM REAL,ENCINITAS,92024.000000000000000,,,2,0,40.000000000000000,-117.256782544999990,33.049649242199997
554,346,EXXON-ENCINITAS-NEW WEST PETROLEUM LLC,4398,325 ENCINITAS BLVD,ENCINITAS,92024.000000000000000,916-443-0890,,28,0,40.000000000000000,-117.285005299000010,33.047895204100001
555,420,O'BRIEN STATION,2002,310 ENCINITAS BLVD,ENCINITAS,92024.000000000000000,760-753-1000,,40,0,40.000000000000000,-117.284976673000000,33.048650930900003
556,476,SHELL OIL PRODUCTS US #135268,2848,510 SANTA FE DR,ENCINITAS,92024.000000000000000,471-6074,,36,0,40.000000000000000,-117.280197943000000,33.036618943000001
557,477,SHELL OIL PRODUCTS US #135269,12381,1355 ENCINITAS BLVD,ENCINITAS,92024.000000000000000,760-753-7500,,32,0,40.000000000000000,-117.260053330000010,33.045590523400001
558,482,SHELL OIL PRODUCTS US #135437,2121,865 ORPHEUS,ENCINITAS,92024.000000000000000,753-0077,,24,0,40.000000000000000,-117.293253486000000,33.064610853600001
559,561,VALERO -CARDIFF,14428,820 BIRMINGHAM DR,CARDIFF BY TH,92007.000000000000000,760 436-1820,YOUNIS BALLO,28,0,40.000000000000000,-117.273229890000000,33.026710235800003
560,594,ARCO,14121,1580 LEUCADIA BLVD,ENCINITAS,92024.000000000000000,,,40,0,40.000000000000000,-117.264490217000000,33.068487866100000
561,606,BJ'S RENTALS,15308,203 S RANCHO SANTA FE,ENCINITAS,92024.000000000000000,760 753-1148,,2,0,40.000000000000000,-117.236138461000000,33.035986259799998
562,611,CHEVRON - #95664,3539,540 LA COSTA AVE,LEUCADIA,92024.000000000000000,510-842-9002,,30,0,40.000000000000000,-117.299599708000000,33.084458249299999
563,635,EXXONMOBIL OIL CORP. #10015,1932,705 LOMAS SANTA FE DR,SOLANA BEACH,92075.000000000000000,858-755-3579,SHAHIN EDALATDJA/VICE PRESID,36,0,40.000000000000000,-117.258672197000000,32.995670404000002
564,650,SHELL CARWASH @ ENCINITAS RANCH,10370,1060 N EL CAM REAL,ENCINITAS,92024.000000000000000,760-943-9797,,48,0,40.000000000000000,-117.264541673000000,33.067291153299998
565,714,"7-ELEVEN #24335 /7-ELEVE, INC",3336,1988 VILLAGE PARK WY,ENCINITAS,92024.000000000000000,438-8444,,12,0,40.000000000000000,-117.245976662000000,33.053384522899997
566,726,ARCO AMPM #704,2373,660 VIA DE LA VALLE,SOLANA BEACH,92075.000000000000000,,,36,0,40.000000000000000,-117.256628549000000,32.979524105899998
567,735,CHEVRON -ENCINITAS,15515,350 ENCINITAS BLVD,ENCINITAS,92024.000000000000000,760 ________,,48,0,40.000000000000000,-117.285070791000000,33.048366252199997
568,747,EXXONMOBIL OIL CORP  #11455,4727,2750 VIA DE LA VALLE,DEL MAR,92014.000000000000000,792-2264,,36,0,40.000000000000000,-117.248661324000000,32.980988142400001
569,9,SDG&E/GAS OPS/C. CRISS,13788,5016 CARLSBAD AVENUE,CARLSBAD,92008.000000000000000,562-806-5909,MALLINA OR RON LEDBETTER,0,2,41.000000000000000,-117.335266371000000,33.132473056899997
570,25,REFLECTSHINE AUTO WASH,7199,3528 COLLEGE BLVD,OCEANSIDE,92056.000000000000000,760-945-9111,,24,0,41.000000000000000,-117.295396180000000,33.180229401299997
571,38,EXXONMOBIL OIL CORP. #10826,2349,899 PALOMAR AIRPORT RD,CARLSBAD,92009.000000000000000,760-438-2141,,48,0,41.000000000000000,-117.319587803000000,33.121713847199999
572,62,76 #2705723,5271,880 CARLSBAD VILLAGE DR,CARLSBAD,92008.000000000000000,,,24,0,41.000000000000000,-117.345618384999990,33.161698919099997
573,73,76 CONOCOPHILLIPS#255927,4427,895 TAMARACK,CARLSBAD,92008.000000000000000,729-9251,,24,0,41.000000000000000,-117.337155413000000,33.151473742800000
574,186,ARCO AMPM #5366,683,1991 PALOMAR AIRPORT RD,CARLSBAD,92009.000000000000000,,,36,0,41.000000000000000,-117.282087293000000,33.119082382199998
575,209,ARCO-CROSSRD PETRO,14326,810 TAMARACK AVE,CARLSBAD,92008.000000000000000,760 730-1549,"HADDAD, ED",40,0,41.000000000000000,-117.338025548999990,33.152080730300000
576,218,ARCO-PDM AM/PM - ARCO,14066,3804 PLAZA DR,OCEANSIDE,92056.000000000000000,760-724-6165,"PAUL LECONTE(PRES), DONNA LE",24,0,41.000000000000000,-117.293132369000010,33.182710428999997
577,229,"CARLSBAD GAS & PROPANE, INC.",11832,1089 CARLSBAD VILLAGE DR,CARLSBAD,92008.000000000000000,760-729-0616,,28,0,41.000000000000000,-117.342762791000000,33.162655181300003
578,246,"CHEVRON #46/G&M OIL CO., INC.",1758,850 PALOMAR AIRPORT RD,CARLSBAD,92008.000000000000000,714-375-4700,,32,0,41.000000000000000,-117.320285298000000,33.121724643599997
579,395,HAWTHORNE RENT-IT SERVICE,2740,2065 CAM VIDA ROBLE,CARLSBAD,92009.000000000000000,431-7000,,1,0,41.000000000000000,-117.276236131000000,33.117847791199999
580,467,SHELL OIL PRODUCTS US #121481,15815,665 PALOMAR,CARLSBAD,92009.000000000000000,760 438-3656,,30,0,41.000000000000000,-117.324486674000000,33.121796849699997
581,473,SHELL OIL PRODUCTS US #135133,2558,1145 CARLSBAD VILLAGE DR,CARLSBAD,92008.000000000000000,760 729-1372,,24,0,41.000000000000000,-117.341275954000000,33.163577348700002
582,474,SHELL OIL PRODUCTS US #135134,3829,2590 EL CAM REAL,CARLSBAD,92008.000000000000000,434-4189,,24,0,41.000000000000000,-117.326221264000000,33.178126924600001
583,589,"7-ELEVEN #27109 /7-ELEVEN, INC",5928,901 PALOMAR AIRPORT RD,CARLSBAD,92009.000000000000000,431-9724,,12,0,41.000000000000000,-117.318762419000000,33.121661519200003
584,608,CHEVRON - #201962,1860,2295 S MELROSE AVE,VISTA,92083.000000000000000,510-842-9002,,36,0,41.000000000000000,-117.241715889999990,33.145859819000002
585,610,CHEVRON - #93320,3041,970 TAMARACK RD,CARLSBAD,92008.000000000000000,510-842-9002,,24,0,41.000000000000000,-117.335055987000000,33.153182473999998
586,615,CHEVRON -QUARRY CREEK,14729,3490 MARRON RD,OCEANSIDE,92056.000000000000000,760-724-4450,,52,0,41.000000000000000,-117.294875772000000,33.178838242700003
587,626,COSTCO WHOLESALE #462/ATTN: LICENSING,10598,951 PALOMAR AIRPORT RD,CARLSBAD,92009.000000000000000,,,32,0,41.000000000000000,-117.315660597999990,33.120817644100001
588,631,EXXON #1015/NEW WEST PETROLEUM SD2,2239,945 TAMARACK AVE,CARLSBAD,92008.000000000000000,916-443-0890,,28,0,41.000000000000000,-117.335288694000000,33.152447958099998
589,633,EXXON #1024/NEW WEST PETROLEUM SD1,2959,3401 COLLEGE BLVD,OCEANSIDE,92056.000000000000000,916-443-0890,,28,0,41.000000000000000,-117.296757042000000,33.181599395600003
590,678,CHEVRON #91312*,1949,2500 EL CAM REAL,CARLSBAD,92008.000000000000000,510-842-9002,,40,0,41.000000000000000,-117.326744734000000,33.181049451200003
591,679,CHEVRON #92321 -CARLSBAD CHEVRON,14419,1044 CARLSBAD VILLAGE DR,CARLSBAD,92008.000000000000000,760 729-5851,LINDA BINNI - STORE STAFF,36,0,41.000000000000000,-117.342771896000000,33.163188218800002
592,707,76-CIRCLE K/CARLSBAD FUELS,14129,7602 EL CAMINO REAL,CARLSBAD,92009.000000000000000,760 632-1129,CARLSBAD FUELS,52,0,41.000000000000000,-117.267631311000000,33.106968799199997
593,718,7-ELEVEN #32942/ATTN: GASOLINE ACCOUNTI,12516,5802 VAN ALLEN WY,CARLSBAD,92008.000000000000000,760-931-1154,,24,0,41.000000000000000,-117.287520185000010,33.136296868800002
594,736,CHEVRON POINSETTIA,13466,7170 AVENIDA ENCINAS,CARLSBAD,92009.000000000000000,760 804-5759,,40,0,41.000000000000000,-117.312036729000000,33.100352102700001
595,759,MAGELLAN AVIATION,15218,2006 PALOMAR AIRPORT RD,CARLSBAD,92008.000000000000000,760-438-7603,,1,0,41.000000000000000,-117.280851308000000,33.120825644900002
596,767,"SHELL - L.M. RETAIL, LP",14263,5115 AVENIDA ENCINAS,CARLSBAD,92008.000000000000000,760-630-0431,,24,0,41.000000000000000,-117.329522138000000,33.131677363900003
597,784,WESTMART,14381,4990 AVENIDA ENCINAS,CARLSBAD,92008.000000000000000,760-431-7100,BOLAND DAVARI,56,0,41.000000000000000,-117.330167515000000,33.132905284300001
598,42,MOHSEN OIL,2264,3213 MISSION AVE,OCEANSIDE,92054.000000000000000,760-945-7222,,44,0,42.000000000000000,-117.347611345999990,33.213490585899997
599,43,O'SIDE GAS,16070,"656 BENET RD, STE A",OCEANSIDE,92054.000000000000000,760-967-1512,,44,0,42.000000000000000,-117.357004841000010,33.214097664800001
600,45,"PLAVAN PETROLEUM, INC.",7230,575 AIRPORT RD,OCEANSIDE,92054.000000000000000,800-499-4645,,12,0,42.000000000000000,-117.354060436000000,33.216046483100001
601,70,76 CONOCOPHILLIPS#254875,2269,2003 MISSION AVE,OCEANSIDE,92054.000000000000000,721-3797,DENNIS 760-471-0150,24,0,42.000000000000000,-117.361553540000000,33.199565867600001
602,76,76 CONOCOPHILLIPS#257033,4060,3361 MISSION AVE,OCEANSIDE,92054.000000000000000,433-4647,,44,0,42.000000000000000,-117.341106014000000,33.217942491400002
603,77,76 CONOCOPHILLIPS#257288,13371,4181 OCEANSIDE BLVD,OCEANSIDE,92056.000000000000000,,,36,0,42.000000000000000,-117.285598017000000,33.206624249900003
604,83,76 PRODUCTS-OCEANSIDE BLVD UNION 76,13722,1660 OCEANSIDE BLVD,OCEANSIDE,92054.000000000000000,760-722-1304,,28,0,42.000000000000000,-117.364273860000000,33.189303599399999
605,85,"76, OCEANA #255940",15676,502 S EL CAM REAL,OCEANSIDE,92056.000000000000000,B 760 757-74,,24,0,42.000000000000000,-117.331620110000000,33.218084661200002
606,121,"7-ELEVEN #25818 /7-ELEVEN, INC.",1226,2255 MISSION AVE,OCEANSIDE,92054.000000000000000,760-721-2054,,12,0,42.000000000000000,-117.359264884000000,33.208205304099998
607,123,"7-ELEVEN #26190 /7-ELEVEN, INC",4592,1749 S COAST HIGHWY,OCEANSIDE,92054.000000000000000,438-8444,,12,0,42.000000000000000,-117.362663462000000,33.175357691700000
608,133,A & L GAS,2058,1801 S COAST HIGHWY,OCEANSIDE,92054.000000000000000,760-433-7151,,24,0,42.000000000000000,-117.362183986999990,33.174789973999999
